app_name,publisher,platform,rank_position,category,rating,review_count,pricing_type,iap_present,subscription_present,core_features,retention_mechanics,personalization_tags,source_url,collected_at,source_kind,niche
"Bowmasters - Multiplayer Games","Playgendary Limited","ios","","Games","4.54092","1937189","free","","","A brand new version of the world-famous multiplayer game with bowmen — a hotsy-totsy aim and shoot game Bowmasters has in store for you:

• 60+ INSANE CHARACTERS from all dimensions absolutely for fre","","","https://apps.apple.com/us/app/bowmasters-multiplayer-games/id1118431695?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Helix Jump","Voodoo","ios","","Games","4.5933","1510062","free","","","Helix Jump is a 3d arcade game where players smash, bump and bounce through revolving helix platforms to reach the end.
Sound easy? You wish!


Your ball drops like a brick through colorful helix plat","","","https://apps.apple.com/us/app/helix-jump/id1345968745?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Candy Crush Saga","King","ios","","Games","4.70631","3921064","free","","","Explore a world full of delicious match-3 puzzles and endless fun! Blast through thousands of challenging levels in this timeless puzzle game from King. Match candies, conquer jelly, toffees, and jam,","","","https://apps.apple.com/us/app/candy-crush-saga/id553834731?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"BitLife - Life Simulator","Candywriter, LLC","ios","","Games","4.75859","1772652","free","","","How will you live your BitLife?
Will you try to make all the right choices in an attempt to become a model citizen sometime before you die? You could marry the love of your life, have kids, and pick u","","","https://apps.apple.com/us/app/bitlife-life-simulator/id1374403536?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Pokémon GO","Niantic, Inc.","ios","","Games","4.00071","639754","free","","","Join Trainers across the globe who are discovering Pokémon as they explore the world around them. Pokémon GO is the global gaming sensation that has been downloaded over 1 billion times and named “Bes","","","https://apps.apple.com/us/app/pok%C3%A9mon-go/id1094591345?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"PUBG MOBILE","Tencent Mobile International Limited","ios","","Games","4.31966","1581523","free","","","【Epic battle royale masterpiece】
Lots of events for you to explore.Climb to the top in PUBG MOBILE and fire at will. PUBG MOBILE is the original battle royale game on mobile and one of the best mobile","","","https://apps.apple.com/us/app/pubg-mobile/id1330123889?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Fruit Ninja®","Halfbrick Studios","ios","","Games","4.74963","361031","free","","","Slice fruit, don’t slice bombs – that’s all you need to know to get started with addictive Fruit Ninja action! 

No matter how you like to play, the free version of the game is packed with features to","","","https://apps.apple.com/us/app/fruit-ninja/id403858572?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Hole.io","Voodoo","ios","","Games","4.59046","1970922","free","","","The most addictive black hole game! 

Can you move the black hole to swallow the buildings into the hole like an attacking hole master? The clock is ticking, tik tok, tik tok, will you succeed to swal","","","https://apps.apple.com/us/app/hole-io/id1389111413?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Rise Up! Protect the Balloon","AI Games FZ","ios","","Games","4.35623","831618","free","","","Welcome to Rise Up, the exciting mobile game that challenges you to protect a balloon as it rises higher and higher into the sky. Get ready to put your skills to the ultimate test with this fantastic ","","","https://apps.apple.com/us/app/rise-up-protect-the-balloon/id1354452189?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Flow Free","Big Duck Games LLC","ios","","Games","4.78463","393081","free","","","Flow Free® is a simple yet addictive puzzle game.

Connect matching colors with pipe to create a Flow®. Pair all colors, and cover the entire board to solve each puzzle. But watch out, pipes will brea","","","https://apps.apple.com/us/app/flow-free/id526641427?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Sonic Dash: Fun Endless Runner","SEGA","ios","","Games","4.6816","416948","free","","","Endless runner action has never been faster with Sonic Dash! Feel the speed as you navigate fun 3D runner race courses with Sonic the Hedgehog, Knuckles, Tails, Shadow, and more. Collect rings and rac","","","https://apps.apple.com/us/app/sonic-dash-fun-endless-runner/id582654048?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"aquapark.io","Voodoo","ios","","Games","4.60308","2761334","free","","","Reach to the end of the water slide, try to be the first. Bump other players during the race and have fun playing this colorful and sunny water slide game.","","","https://apps.apple.com/us/app/aquapark-io/id1453989822?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Minion Rush: Running game","Gameloft","ios","","Games","4.58456","286352","free","","","Step into the New Generation of Minion Rush!

Get ready to experience new adventures in Minion Rush, the ultimate endless running game! Packed with updated features, exciting challenges, and nonstop f","","","https://apps.apple.com/us/app/minion-rush-running-game/id596402997?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Clash of Clans","Supercell","ios","","Games","4.75681","2750040","free","","","Join millions of players worldwide as you build your village, raise a clan, and compete in epic Clan Wars!

Mustachioed Barbarians, fire wielding Wizards, and other unique troops are waiting for you! ","","","https://apps.apple.com/us/app/clash-of-clans/id529479190?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Trivia Crack: Brain Quiz Games","Etermax","ios","","Games","4.60088","744962","free","","","AI-Powered Quiz Creator from Trivia Crack

Introducing AI-Powered Quiz Creator, a brand new quiz experience within Trivia Crack that takes trivia gaming to the next level of questions. Thanks to artif","","","https://apps.apple.com/us/app/trivia-crack-brain-quiz-games/id651510680?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Bike Race: Free Style Games","Wildlife Studios","ios","","Games","4.8423","617416","free","","","App Store Game of the Year in selected countries. 200+ MILLION USERS!

Drive your bike through amazing tracks with jumps and loops in this simple and fast-paced physics-based game.

Multiplayer! Chall","","","https://apps.apple.com/us/app/bike-race-free-style-games/id510461758?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Angry Birds 2","Rovio Entertainment Oyj","ios","","Games","4.62632","1520657","free","","","Play the world's best bird flinging, pig popping game!

Use the slingshot to fling birds at the piggies' towers and bring them crashing down – all to save the precious eggs.

New to the world of Angry","","","https://apps.apple.com/us/app/angry-birds-2/id880047117?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Sniper 3D: Gun Shooting Games","Wildlife Studios","ios","","Games","4.74684","3251278","free","","","Get ready to unleash the ultimate Sniper 3d experience with the most thrilling and action-packed shooting game of all time! Sniper 3d is the definitive free-to-play gun game that puts you in the shoes","","","https://apps.apple.com/us/app/sniper-3d-gun-shooting-games/id930574573?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Rolling Sky","Forward Vision Corporation Limited","ios","","Games","4.38636","80021","free","","","Stunn scenes with amazing 3D effects; one-touch operation, easy to use!
Swipe left and right to control the ball. Follow the music, dodge the obstacles, and conquer the world!

Abundant game scenes fo","","","https://apps.apple.com/us/app/rolling-sky/id1036661603?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Tomb of the Mask: Pixel Maze","Playgendary Limited","ios","","Games","4.70112","1450726","free","","","Tomb of the Mask is an arcade game with an infinite procedurally generated vertical labyrinth. Seeking for adventure you get into a tomb where you find a strange mask. You put it on and suddenly reali","","","https://apps.apple.com/us/app/tomb-of-the-mask-pixel-maze/id1057889290?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Count Masters: Crowd Runner 3D","Freeplay LLC","ios","","Games","4.49598","591513","free","","","Choose the best gate, pass through it, and bring stickman warriors together to clash with the opposing crowd. Become the crowd master and lead your people through the crowded city till the end of this","","","https://apps.apple.com/us/app/count-masters-crowd-runner-3d/id1568245971?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Temple Run 2: Endless Escape","Imangi Studios, LLC","ios","","Games","4.4968","490918","free","","","Temple Run 2: The Ultimate Endless Runner Adventure

Step into the world of Temple Run 2, the best endless runner game where action, strategy, and adventure collide! Join millions of players and take ","","","https://apps.apple.com/us/app/temple-run-2-endless-escape/id572395608?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Fortnite","Epic Games Inc.","ios","","Games","4.40075","147078","free","","","Play and battle with friends in Fortnite. Be the last player standing in Battle Royale, Zero Build, Blitz and OG, carry your squad to victory in fast-paced Reload, build your own adventures in LEGO® F","","","https://apps.apple.com/us/app/fortnite/id6483539426?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Mario Kart Tour","Nintendo Co., Ltd.","ios","","Games","4.69798","1032795","free","","","■Challenge players worldwide in multiplayer!
You can race against up to seven other players, whether they're registered as in-game friends, nearby, or scattered around the world.

Multiplayer races ca","","","https://apps.apple.com/us/app/mario-kart-tour/id1293634699?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Clash Royale","Supercell","ios","","Games","4.59823","3788080","free","","","Enter the Arena! Build your Battle Deck and outsmart the enemy in fast real-time battles. From the creators of CLASH OF CLANS comes a real-time multiplayer battle game starring your favourite Clash ch","","","https://apps.apple.com/us/app/clash-royale/id1053012308?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Cooking Fever: Restaurant Game","Nordcurrent UAB","ios","","Games","4.50677","335030","free","","","Cook delicious meals and desserts from all over the world in this FREE addictive time-management game! 

With a wide choice of unique locations and restaurants, from Desserts and Fast Food to Indian a","","","https://apps.apple.com/us/app/cooking-fever-restaurant-game/id714796093?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Brain Test: Tricky Puzzles","UNICO STUDIO","ios","","Games","4.78535","1418965","free","","","Brain Test: Tricky Puzzles is a collection of clever and surprising puzzles built to entertain through misdirection and playful logic. Each level presents an unexpected challenge, rewarding those who ","","","https://apps.apple.com/us/app/brain-test-tricky-puzzles/id1486214495?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"PlayStation App","PlayStation Mobile Inc.","ios","","Entertainment","4.34215","87011","free","","","Connect. Discover. Control.

Stay connected to your gaming friends and the games you love to play, wherever you go with PlayStation App. See who's online, voice chat and send messages, and discover de","","","https://apps.apple.com/us/app/playstation-app/id410896080?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Hungry Shark Evolution","Ubisoft","ios","","Games","4.7287","198246","free","","","Dive into the official game of Shark Week with Hungry Shark Evolution! Become the ultimate predator in this offline shark game where you’ll rule the ocean and eat your way through an underwater world ","","","https://apps.apple.com/us/app/hungry-shark-evolution/id535500008?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Super Mario Run","Nintendo Co., Ltd.","ios","","Games","3.7542","77381","free","","","A new kind of Mario game that you can play with one hand.

You control Mario by tapping as he constantly runs forward. You time your taps to pull off stylish jumps, midair spins, and wall jumps to gat","","","https://apps.apple.com/us/app/super-mario-run/id1145275343?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Plants vs. Zombies™ 2","PopCap","ios","","Games","4.67725","431662","free","","","This game includes optional in-game purchases of virtual currency that can be used to acquire virtual in-game items, including a random selection of virtual in-game items.

Play the award-winning hit ","","","https://apps.apple.com/us/app/plants-vs-zombies-2/id597986893?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Jetpack Joyride","Halfbrick Studios","ios","","Games","4.74562","101607","free","","","Bullet-powered jetpacks! Giant mechanical dragons! Birds that shoot money!

From the makers of the global hit game, Fruit Ninja comes this insane, high flying endless runner that will keep you on the ","","","https://apps.apple.com/us/app/jetpack-joyride/id457446957?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Stack","Ketchapp","ios","","Games","4.4033","56001","free","","","Stack up the blocks as high as you can!

◉ Simple & Beautiful graphics designed
◉ Compete for the best score in the world","","","https://apps.apple.com/us/app/stack/id1080487957?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Episode - Choose Your Story","Episode Interactive","ios","","Games","4.65327","2818352","free","","","""Episode lets you LIVE your stories with love, romance, adventure, and drama. Wouldn’t it be amazing if YOU were a character in your favorite story? Episode lets you do just that with over 150,000 gri","","","https://apps.apple.com/us/app/episode-choose-your-story/id656971078?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"The Sims™ FreePlay","Electronic Arts","ios","","Games","4.58425","446272","free","","","This game includes optional in-game purchases of virtual currency that can be used to acquire virtual in-game items, including a random selection of virtual in-game items.
_________________

From the ","","","https://apps.apple.com/us/app/the-sims-freeplay/id466965151?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"EA SPORTS™ NBA LIVE Mobile","Electronic Arts","ios","","Games","4.66514","497796","free","","","This game includes optional in-game purchases of virtual currency that can be used to acquire virtual in-game items, including a random selection of virtual in-game items.
 
 NBA Live Mobile, where th","","","https://apps.apple.com/us/app/ea-sports-nba-live-mobile/id1055502792?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"EA SPORTS FC Soccer Mobile 26","Electronic Arts","ios","","Games","4.68743","2333958","free","","","This game includes optional in-game purchases of virtual currency that can be used to acquire virtual in-game items, including a random selection of virtual in-game items. 

The EA SPORTS FC™ Mobile 2","","","https://apps.apple.com/us/app/ea-sports-fc-soccer-mobile-26/id1094930513?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Kick the Buddy","Playgendary Limited","ios","","Games","4.58514","1044016","free","","","Looking for a way to relax and unwind after a long day? Or maybe you’re just looking for a fun game to play when bored? Kick The Buddy is the perfect anti stress game for you! This cool game lets you ","","","https://apps.apple.com/us/app/kick-the-buddy/id1278869953?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Brawl Stars","Supercell","ios","","Games","4.71739","2979514","free","","","Fast paced 3v3 & 5v5 MOBA and Battle Royale made for mobile! Play online with friends or solo across a variety of PvP arena game modes in under three minutes.


Unlock and upgrade dozens of Brawlers w","","","https://apps.apple.com/us/app/brawl-stars/id1229016807?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Dumb Ways to Die","Metro Trains Melbourne Pty Ltd","ios","","Games","4.2408","28642","free","","","You've seen the video - now the lives of those charmingly dumb characters are in your hands.

Enjoy 82 hilarious mini-games as you attempt to collect all the charmingly dumb characters for your train ","","","https://apps.apple.com/us/app/dumb-ways-to-die/id639930688?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"UNO!™","Mattel163 Limited","ios","","Games","4.68806","640035","free","","","UNO!™ is now mobile! Take the classic card game from the kitchen table anywhere! Now with new rules, world series tournaments, modes of play, and much more. Whether you’re at home, on the go, an UNO!™","","","https://apps.apple.com/us/app/uno/id1344700142?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"AMAZE!!!","Crazy Labs","ios","","Games","4.66927","1379700","free","","","Are you ready for an extraordinary puzzle adventure? Get ready to be amazed!

Immerse yourself in the world of AMAZE!!!, a captivating puzzle game that takes painting to a whole new level. Swipe your ","","","https://apps.apple.com/us/app/amaze/id1452526406?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Royal Match","Dream Games","ios","","Games","4.69168","3655963","free","","","King Robert needs your help to restore Royal Castle’s former glory. Break the obstacles and combine amazing power-ups to beat joyful and challenging levels! Keep unlocking wonderful areas by playing f","","","https://apps.apple.com/us/app/royal-match/id1482155847?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"CSR 2 - Realistic Drag Racing","Zynga Inc.","ios","","Games","4.70816","888677","free","","","CSR Racing 2 – This driving simulator game redefines what you thought possible on your mobile device!

Setting a new standard in racing game visuals, CSR2 delivers hyper-real drag racing to the palm o","","","https://apps.apple.com/us/app/csr-2-realistic-drag-racing/id887947640?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"My Talking Tom","Outfit7 Limited","ios","","Games","4.32911","365421","free","","","Talking Tom is the cat making every day a fun adventure.

Players adopt this virtual pet, keep him happy and help him explore his world.

- Talking Tom can really talk 
- Fashion and furniture items t","","","https://apps.apple.com/us/app/my-talking-tom/id657500465?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Hill Climb Racing","Fingersoft","ios","","Games","4.5759","129488","free","","","Play the original classic Hill Climb Racing! Race your way uphill in this physics based driving game, playable offline!

Meet Bill, the young aspiring uphill racer. He is about to embark on a journey ","","","https://apps.apple.com/us/app/hill-climb-racing/id564540143?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Mortal Kombat","Warner Bros.","ios","","Games","4.52327","150724","free","","","Get over here and immerse yourself in the iconic and visceral action of MORTAL KOMBAT MOBILE anytime, anywhere. Kollect legendary fighters like Scorpion, Sub-Zero, Raiden, and Kitana and fight in epic","","","https://apps.apple.com/us/app/mortal-kombat/id949701151?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Township","Playrix","ios","","Games","4.75017","2123990","free","","","BUILD YOUR DREAM TOWN!

Welcome to Township, a thrilling city-building and farming game where you become the mayor of your own town!
Build houses, factories, and community buildings, grow crops on you","","","https://apps.apple.com/us/app/township/id638689075?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Minecraft: Play with Friends!","Mojang","ios","","Games","4.50545","811039","paid","","","Dive into an open world of building, crafting and survival. Gather resources, survive the night, and build whatever you can imagine one block at a time. Explore and craft your way through a completely","","","https://apps.apple.com/us/app/minecraft-play-with-friends/id479516143?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
